title	link	snippet	date
“I lost 11 members of my family.” More than 1,000 died after an ...	https://www.youtube.com/shorts/loySHHBacfE	Oct 10, 2023 ... “I lost 11 members of my family.” More than 1,000 died after an earthquake hit Afghanistan. #BBCNews · @BBCNews. Subscribe. 848. Dislike. 117. Share.	Oct 10, 2023
Desperate people dig out dead and injured after Afghanistan ...	https://www.youtube.com/watch?v=mmCm_QmF9Sg	Oct 9, 2023 ... Desperate people dig out dead and injured after Afghanistan earthquakes that killed at least 2000 ​ This video may be available for archive licensing via ...	Oct 9, 2023
Pakistan offers support for Afghan quake victims | Dunya News ...	https://www.youtube.com/watch?v=Mjzg39jGKPo	Oct 9, 2023 ... expressed deep sadness and condolence on Sunday over loss of precious lives and properties in a devastating earthquake that hit Western regions of ...	Oct 9, 2023
Over 320 Killed, 12 Villages Entirely Destroyed In Afghanistan ...	https://www.youtube.com/watch?v=PxQH6mtEbJE	Oct 8, 2023 ... More than 320 people have been killed and hundreds feared wounded after a 6.3 magnitude earthquake hit western Afghanistan's Herat, according to the United ...	Oct 8, 2023
Another earthquake strikes western Afghanistan, destroying more ...	https://www.youtube.com/watch?v=rnYOBvGqvCM	Oct 11, 2023 ... Afghan villagers who were asleep in tents after their homes were toppled by an earthquake on Saturday, were jolted awake Wednesday by a second 6.3 magnitude ...	Oct 11, 2023
Afghanistan earthquake kills more than 1,000, says UN - YouTube	https://www.youtube.com/watch?v=3KpCBcSsf3I	Oct 9, 2023 ... Two days after a 6.3-magnitude earthquake hit Afghanistan, rescue efforts are still underway and hospitals are struggling. The UN says the earthquake killed ...	Oct 9, 2023
Afghanistan begins burying thousands killed in earthquake - YouTube	https://www.youtube.com/watch?v=U2_QOCGSap8	Oct 10, 2023 ... Subscribe to our YouTube channel for free here: https://sc.mp/subscribe-youtube Read more like this story: https://sc.mp/xqup Rescuers continue the search ...	Oct 10, 2023
How to redeem an Apple Gift Card | Apple Support - YouTube	https://m.youtube.com/watch?v=O3LGpPLeWJ8&pp=ygUNI2FwcGxlY29sbGVjdA%3D%3D	Oct 5, 2023 ... You can redeem your Apple Gift Card directly on your device, and use it at the Apple Store and apple.com, the App Store and iTunes Store, and for any goods ...	Oct 5, 2023
Radio Free Europe/Radio Liberty - YouTube	https://www.youtube.com/@rfe-rl	2 days ago ... 10 days ago. 1:36. Now playing · Afghan Earthquake Killed Mainly Women And ... Life Under The Taliban For LGBT People · Radio Free Europe/Radio Liberty. Radio ...	Oct 20, 2023
Afghanistan begins burying thousands killed in earthquake - YouTube	https://www.youtube.com/watch?v=U2_QOCGSap8	Oct 10, 2023 ... Subscribe to our YouTube channel for free here: https://sc.mp/subscribe-youtube Read more like this story: https://sc.mp/xqup Rescuers continue the search ...	Oct 10, 2023
At least 2,000 Killed as Second Earthquake Hits Afghanistan ...	https://www.youtube.com/watch?v=pE08taDY8E4	Oct 11, 2023 ... 'At least 2000 Killed as Second Earthquake Hits Afghanistan' A 6.3 magnitude earthquake has struck western Afghanistan, just days after a series of deadly ...	Oct 11, 2023
Watch: Images of Devastation after Earthquake in Afghanistan, Over ...	https://www.youtube.com/watch?v=epSCGfcbZ90	Oct 8, 2023 ... ... quake in eastern Afghanistan claimed 1000 lives and injured 1500. #afghanistan #afghansitanearthquake #earthquake #afghanistannews #taliban #talibannews #quake ...	Oct 8, 2023
Afghanistan Earthquake Survivors Dig For People Trapped Beneath ...	https://www.youtube.com/watch?v=Zs3SCEEXz-M	Oct 9, 2023 ... Survivors of a deadly earthquake in Afghanistan have been forced to dig for people buried beneath the rubble. Taliban disaster officials now estimate around ...	Oct 9, 2023
Afghanistan earthquake death toll rises to 2445 - YouTube	https://www.youtube.com/watch?v=cy0UejOJoJQ	Oct 8, 2023 ... The death toll from those killed in earthquakes in Afghanistan has increased to 2 445. It's been the deadliest tremors to rock the quake-prone, ...	Oct 8, 2023
Aid trickles into Afghanistan after another quake destroys more ...	https://www.youtube.com/watch?v=pemvVd5XszQ	Oct 12, 2023 ... Another powerful earthquake has hit Afghanistan, just days after a deadly quake in the same region that killed more than 2000 people.	Oct 12, 2023
Child pulled alive from rubble after Afghanistan earthquake - YouTube	https://www.youtube.com/watch?v=uzNx8b4OXu8	Oct 8, 2023 ... ... Afghanistan earthquake. Watch as rescuers work tirelessly to save the lives of those affected by the earthquake. As they work, you'll see the courage and ...	Oct 8, 2023
Knoxville man mourns after more than 2,000 people died after ...	https://www.youtube.com/watch?v=GP1bk7067x4	Oct 11, 2023 ... At least 2,000 Killed as Second Earthquake Hits Afghanistan. On ... 'I lost my whole life': Afghanistan quake leaves families, houses destroyed | ABS-CBN News.	Oct 11, 2023
Knoxville man mourns after more than 2,000 people died after ...	https://www.youtube.com/watch?v=GP1bk7067x4	Oct 11, 2023 ... At least 2,000 Killed as Second Earthquake Hits Afghanistan. On ... 'I lost my whole life': Afghanistan quake leaves families, houses destroyed | ABS-CBN News.	Oct 11, 2023
Villagers search for survivors following deadly Afghanistan earthquake	https://www.youtube.com/watch?v=RT35F3Ul8M4	7 days ago ... (10 Oct 2023) RESTRICTION SUMMARY: ASSOCIATED PRESS Zenda Jan district, Herat province - 10 October 2023 1. Various of quake survivor Aamena looking around ...	Oct 15, 2023
Desperate people dig out dead and injured after Afghanistan ...	https://www.youtube.com/watch?v=qKyO-b0dCu0	7 days ago ... ... lost five members of my family, three daughters, my mother and my brother's ... Afghanistan: Hundreds killed in deadly earthquake. Channel 4 News•79K views.	Oct 15, 2023
Powerful new earthquake hits Afghanistan - YouTube	https://www.youtube.com/watch?v=eGOuhO0mKcQ	Oct 11, 2023 ... Another strong earthquake has struck western Afghanistan, days after quakes in the same region killed more than 2000 people.	Oct 11, 2023
Devastating Earthquakes Claim Over 2,000 Lives in Afghanistan ...	https://www.youtube.com/watch?v=gd0jv3O5cgM	Oct 8, 2023 ... Nearly 2000 lives have been claimed by strong earthquakes in Afghanistan's west, marking the deadliest seismic event in the nation in twenty years, ...	Oct 8, 2023
Afghan survivor who lost his daughters and other family members in ...	https://www.youtube.com/watch?v=WWI0JxWnTHc	8 days ago ... Comments3 · Video taken by Hamas shows rampage through Israeli homes · Desperate people dig out dead and injured after Afghanistan earthquakes that killed at ...	Oct 14, 2023
Afghanistan Earthquake | Afghan Earthquake Survivors Sleep Amid ...	https://www.youtube.com/watch?v=Gz5o6AdECAI	Oct 9, 2023 ... 'I lost my whole life': Afghanistan quake leaves families, houses destroyed | ABS-CBN News ... Afghanistan: At least 920 killed in earthquake. Al Jazeera English• ...	Oct 9, 2023
Another massive earthquake strikes Afghanistan: What we know so ...	https://www.youtube.com/watch?v=Dzp9TsypK3I	Oct 11, 2023 ... A 6.3 magnitude earthquake struck Afghanistan on October 11, in an area where tremors killed over 2400 just days ago. Watch the video to know the details.	Oct 11, 2023
Afghanistan Earthquake, Aftershock Horror Shakes World As 2000 ...	https://www.youtube.com/watch?v=VIJJC2GS-aI	Oct 8, 2023 ... At least 2,000 Killed as Second Earthquake Hits Afghanistan. On Demand News ... 'I lost my whole life': Afghanistan quake leaves families, houses destroyed | ABS- ...	Oct 8, 2023
Massive Earthquake Rocks Afghanistan | Powerful 6.3 magnitude ...	https://www.youtube.com/watch?v=i81NxadP1fs	Oct 7, 2023 ... Massive Earthquake Rocks Afghanistan | Powerful 6.3 magnitude earthquake claims several lives ... At least 2,000 Killed as Second Earthquake Hits Afghanistan. On ...	Oct 7, 2023
Young blonde darling gets assfucked so hard by a handsome dude ...	https://www.youtube.com/playlist?list=PLs41sFpqgJaOzoqtDF3gL3fAX1WcnoOox	Oct 12, 2023 ... ... Afghanistan earthquake: At least 2,050 killed in 6.3 magnitude tremor ,What life in Afghanistan is like in 2023 #afghanistan #taliban #travelvlog #afghan , ...	Oct 12, 2023
Afghanistan Rocked By Second Major Earthquake | 10 News First ...	https://www.youtube.com/watch?v=NIavYKwc16w	Oct 11, 2023 ... A second 6.3 Magnitude earthquake has hit western Afghanistan, just days after an earlier quake killed over 1000 people in the region. Subscribe to 10 News ...	Oct 11, 2023
Castleford VS Hansen - Idaho High School Football - YouTube	https://www.youtube.com/playlist?list=PLQ11Unp0TRNRntQRSBcudlEdTu8DQbzP2	1 day ago ... A Lost War: Victor Davis Hanson and H. R. McMaster on Afghanistan's Past, Present, and Future ... Nurse rushes to rescue children as massive earthquake hits. TRT ...	Oct 21, 2023
Desperate people dig out dead and injured from quakes that killed ...	https://www.youtube.com/watch?v=CeGHYuxkpr0	Oct 9, 2023 ... ... afghanistan #earthquake #quake #deathtoll #deaths #died. ... 'I lost my whole life': Afghanistan quake leaves families, houses destroyed | ABS-CBN News.	Oct 9, 2023
Afghanistan earthquake: Houses reduced to rubble by deadly quake ...	https://www.youtube.com/watch?v=iIbPYMLEr-M	6 days ago ... At least 2,000 Killed as Second Earthquake Hits Afghanistan. On Demand News ... 'I lost my whole life': Afghanistan quake leaves families, houses destroyed | ABS- ...	Oct 16, 2023
Powerful new earthquake hits Afghanistan - YouTube	https://www.youtube.com/watch?v=z3DR8mLV4DE	Oct 11, 2023 ... Another strong earthquake struck western Afghanistan on Wednesday, days after quakes in the same region killed more than 2000 people.	Oct 11, 2023
CBC News - YouTube	https://www.youtube.com/channel/UCuFFtHWoLl5fauMMD5Ww2jA	Oct 13, 2023 ... Palestinian institutions have 'lost their credibility' among the people, expert says ... Are you prepared for a hurricane, earthquake or wildfire? (Marketplace).	Oct 13, 2023
Afghanistan News | Earthquake of Magnitude 6.5 Hits Northern ...	https://www.youtube.com/watch?v=Oexp8jh3BkU	Oct 10, 2023 ... At least 2,000 Killed as Second Earthquake Hits Afghanistan. On Demand News ... 'I lost my whole life': Afghanistan quake leaves families, houses destroyed | ABS- ...	Oct 10, 2023
Powerful earthquakes kill over 2,000 in Afghanistan • FRANCE 24 ...	https://www.youtube.com/watch?v=ngkLumu5sh0	Oct 8, 2023 ... Powerful earthquakes killed at least 2000 people in western Afghanistan, a Taliban government spokesman said Sunday. It's one of the deadliest earthquakes ...	Oct 8, 2023
Afghan Earthquake Killed Mainly Women And Children, Say Rescue ...	https://www.youtube.com/watch?v=h1u76kOg1Wo	Oct 10, 2023 ... Afghan airborne medical teams have evacuated seriously injured victims from villages where homes were destroyed in the Zindah Jan district of Herat Province ...	Oct 10, 2023
Afghanistan Hit by Another 6.3 Magnitude Quake Just Days After ...	https://www.youtube.com/watch?v=KAzKUdzPlNA	Oct 11, 2023 ... Afghanistan Hit by Another 6.3 Magnitude Quake Just Days After Tremors Claimed 4000 Lives #Afghanistan #earthquakes #GFZ #Afghanistanearthquakes ...	Oct 11, 2023
Another strong earthquake hits Afghanistan - YouTube	https://www.youtube.com/watch?v=TdIA-pQoTuc	Oct 11, 2023 ... The second quake comes after another killed more than 2000 people just days ago. More news: www.wqad.com Subscribe to WQAD News 8 on YouTube: ...	Oct 11, 2023
Another Earthquake Hits Afghanistan Amid Aids Shortage - YouTube	https://www.youtube.com/watch?v=lBC97qCLglc	Oct 11, 2023 ... Another earthquake has hit the western axis of the country, just days after two large quakes in the same region, killed more than 1000 people.	Oct 11, 2023
I Was Meant to be in Afghanistan TODAY. I missed a 6.3 Mag ...	https://www.youtube.com/watch?v=Y2MwMfxs738	Oct 11, 2023 ... I missed a 6.3 Mag EARTHQUAKE 2000 Dead. 4.8K views · 3 days ago ...more ... Thank you Lord for her life! 31:12. Go to channel · I have no friends :3. Maryjane ...	Oct 11, 2023
Thousands dead as earthquake 'turns Afghan villages to sand ...	https://www.youtube.com/watch?v=vDUWnLXK5I0	Oct 8, 2023 ... More than 2000 people have been killed after a 6.3 magnitude earthquake hit western Afghanistan, the deadliest to hit the country in two decades.	Oct 8, 2023
Aftermath in Zenda Jan district after Afghan quakes that killed at ...	https://www.youtube.com/watch?v=VObiqwJC5Wo	Oct 14, 2023 ... (9 Oct 2023) RESTRICTIONS SUMMARY: ASSOCIATED PRESS Herat province, Afghanistan - 8 October 2023 1. Various of destroyed houses in Zenda Jan district in ...	Oct 14, 2023
Another magnitude 6.3 earthquake shakes parts of northwestern ...	https://www.youtube.com/watch?v=dORnl3EZEpM	Oct 10, 2023 ... Another strong earthquake has shaken part of western Afghanistan where a quake on Saturday killed more than 2000.The 6.3-magnitude earthquake Wednesday ...	Oct 10, 2023
#blessingsintoaid - YouTube	https://www.youtube.com/hashtag/blessingsintoaid	5 days ago ... Home. Shorts. Library. #blessingsintoaid. AllShorts · SHORTS · Afghanistan Earthquake: Over 4,000 Lives Lost | #donatetoday. Feeling Blessed. No views•7 minutes ...	Oct 17, 2023
#turncompassionintoaction - YouTube	https://www.youtube.com/hashtag/turncompassionintoaction	5 days ago ... Shorts. Library. #turncompassionintoaction. AllShorts · SHORTS · Afghanistan Earthquake: Over 4,000 Lives Lost | #donatetoday. Feeling Blessed. No views•7 ...	Oct 17, 2023
Rescue efforts continue as Afghanistan earthquake death toll ...	https://www.youtube.com/watch?v=neI3ZCEn6_Y	Oct 9, 2023 ... ... lost four members of my family, every house has several dead. I don't want ... Afghanistan Earthquake: Third Quake Hits Country Again | Aid Agencies Urge For ...	Oct 9, 2023
Afghanistan Earthquake: 6.3 magnitude quake hits again near Herat ...	https://www.youtube.com/watch?v=jegGyjv6--4	Oct 11, 2023 ... Another earthquake has hit western Afghanistan. Reports of the tremor came just days after two large quakes hit the same region.	Oct 11, 2023
Displaced Afghans stay outdoors after another strong earthquake ...	https://www.youtube.com/watch?v=NSi6GGkFQ84	Oct 11, 2023 ... At least 2,000 Killed as Second Earthquake Hits Afghanistan. On Demand News ... 'I lost my whole life': Afghanistan quake leaves families, houses destroyed | ABS- ...	Oct 11, 2023
Why Women & Children Were Disproportionately Impacted by ...	https://www.youtube.com/watch?v=Zw2gKdkv9O8	2 days ago ... (warning: distressing) A devastating earthquake in Afghanistan killed more than 2000 people — and 90% of them were women and children.	Oct 20, 2023
Locals call for help after thousands killed in deadly Afghan quake ...	https://www.youtube.com/watch?v=R11fAOCOcvk	Oct 8, 2023 ... People's belongings lay beside destroyed houses in Afghanistan's Herat province on Sunday, after the ruling Taliban said more than 2000 people were killed ...	Oct 8, 2023
Nearly 2000 dead following an earthquake in Afghanistan - YouTube	https://www.youtube.com/watch?v=-v29W132RS0	Oct 8, 2023 ... The Afghan government says at least 2000 people have been killed and more than 9000 injured... after a magnitude-6.3 earthquake struck the northwest of the ...	Oct 8, 2023
Bereaved villagers in Afghanistan's Herat describe devastation of ...	https://www.youtube.com/watch?v=GJ8pgrpJzIY	Oct 11, 2023 ... For more: https://www.cgtn.com/video A powerful magnitude-6.3 #earthquake followed by strong aftershocks in western #Afghanistan killed more than 2400 ...	Oct 11, 2023
Rescue Operations Underway as Casualties Surpass 4,00 in ...	https://www.youtube.com/watch?v=qFvcWNsF6Nk	Oct 10, 2023 ... 'I lost my whole life': Afghanistan quake leaves families, houses destroyed | ABS-CBN News ... At least 2,000 Killed as Second Earthquake Hits Afghanistan. On ...	Oct 10, 2023
New earthquake strikes western Afghanistan • FRANCE 24 English ...	https://www.youtube.com/watch?v=TbGnXzFq_64	Oct 11, 2023 ... At least 2,000 Killed as Second Earthquake Hits Afghanistan. On ... 'Allahu Akbar' Cries As Powerful Quake Jolts Afghanistan; Over 2,000 Lives Snuffed Out | Watch.	Oct 11, 2023
Afghanistan quake: Death toll from 6.3 magnitude earthquake jumps ...	https://www.youtube.com/watch?v=gOb1gYZYMHI	Oct 7, 2023 ... At least 2,000 Killed as Second Earthquake Hits Afghanistan. On ... 'Allahu Akbar' Cries As Powerful Quake Jolts Afghanistan; Over 2,000 Lives Snuffed Out | Watch.	Oct 7, 2023
PBS NewsHour full episode, Oct. 9, 2023 - YouTube	https://www.youtube.com/watch?v=ntE7c99k3NY	Oct 9, 2023 ... ... lost in the devastating wildfires as communities reopen and Indigenous Hawaiians face ... News Wrap: Thousands killed in Afghanistan earthquake • News Wrap ...	Oct 9, 2023
Afghanistan: Villagers Bury Their Dead After Earthquakes - YouTube	https://www.youtube.com/watch?v=MfCAawFeRro	Oct 9, 2023 ... ... earthquakes flattened villages in rural western Afghanistan. More than 2000 people lost their lives in the earthquakes that jolted the region on Saturday ...	Oct 9, 2023
Desperate people dig out dead and injured from quakes that killed ...	https://www.youtube.com/watch?v=bd9aMc5jTtI	Oct 8, 2023 ... At least 2,000 killed in Afghanistan earthquake. NBC News New ... 'Allahu Akbar' Cries As Powerful Quake Jolts Afghanistan; Over 2,000 Lives Snuffed Out | Watch.	Oct 8, 2023
Global News - YouTube	https://www.youtube.com/channel/UChLtXXpo4Ge1ReTEboVvTDg	2 days ago ... Share your videos with friends, family, and the world.	Oct 20, 2023
Afghanistan Earthquake: Third Quake Hits Country Again | Aid ...	https://www.youtube.com/watch?v=3YFjMnHXS4c	Oct 13, 2023 ... Desperate people dig out dead and injured after Afghanistan earthquakes that killed at least 2,000 ... 'I lost my whole life': Afghanistan quake leaves families ...	Oct 13, 2023
Sky News - YouTube	https://www.youtube.com/channel/UCoMdktPbSTixAyNGwb-UYkQ	2 days ago ... Ukraine Screens. Sky News and military experts explain where the frontlines are in the war in Ukraine. 3:11 · Ukraine War: Russian strikes 'have killed ...	Oct 20, 2023
Over 2,000 dead; 6 villages destroyed as 6.3 magnitude earthquake ...	https://www.youtube.com/watch?v=O-iSyf3s4Uk	Oct 8, 2023 ... More than 2000 people have been killed and several wounded in the destruction caused by the massive 6.3 magnitude earthquake which hit Afghanistan's Herat ...	Oct 8, 2023
Villagers In Earthquake-stricken Western Afghanistan Bury Their ...	https://www.youtube.com/watch?v=jPF5BsOZ870	Oct 8, 2023 ... Following a series of earthquakes that rattled the area on Saturday, which claimed more than 2000 lives, villagers in Kashkak, in the Zinda Jan district of ...	Oct 8, 2023
Devastating Aerial Images of West Afghanistan Earthquake | News9 ...	https://www.youtube.com/watch?v=ASNjTYJwpoc	Oct 9, 2023 ... At least 2,000 Killed as Second Earthquake Hits Afghanistan. On Demand News ... 'I lost my whole life': Afghanistan quake leaves families, houses destroyed | ABS- ...	Oct 9, 2023
Afghanistan hit by another large earthquake days after quake killed ...	https://www.youtube.com/watch?v=wsgWtzNnD04	Oct 11, 2023 ... Another strong earthquake has hit part of Afghanistan days after a quake killed more than 2400 people and flattened whole villages.	Oct 11, 2023
Earthquake in the western region of Afghanistan - Aaj News - YouTube	https://www.youtube.com/watch?v=WqyWXEIf4L8	Oct 7, 2023 ... 'I lost my whole life': Afghanistan quake leaves families, houses destroyed | ABS-CBN News ... At least 2,000 killed in Afghanistan earthquake. NBC News New 74K ...	Oct 7, 2023
Afghanistan earthquake: Death toll surpasses 2,000 | WION - YouTube	https://www.youtube.com/watch?v=CfZot0sMu-0	Oct 8, 2023 ... 'I lost my whole life': Afghanistan quake leaves families, houses destroyed | ABS-CBN News ... At least 2,000 Killed as Second Earthquake Hits Afghanistan. On ...	Oct 8, 2023
Rescue crews searching for survivors following earthquake in ...	https://www.youtube.com/watch?v=_yPsV_DoRnk	Oct 9, 2023 ... 'I lost my whole life': Afghanistan quake leaves families, houses destroyed | ABS-CBN News ... At least 2,000 killed in Afghanistan earthquake. NBC News•85K views.	Oct 9, 2023
CHCH News - YouTube	https://www.youtube.com/channel/UCjkETDTi-OBxrN4z5lvaL5A	Oct 8, 2023 ... Annual 'Homeless No More Memorial' honours lives lost to homelessness in Hamilton. CHCH News. 179 views. 2 days ago · Halton Region News. The latest news ...	Oct 8, 2023
Komplette Hörbücher - YouTube	https://www.youtube.com/playlist?list=PLBCqvaIr4yUkK8-jv_TQyYLk5fsIiW3Y2	Oct 9, 2023 ... Share your videos with friends, family, and the world.	Oct 9, 2023
Funeral for victims of devastating earthquakes held in Afghanistan's ...	https://www.youtube.com/watch?v=a2gYT5lgm5o	Oct 13, 2023 ... At least 2,000 Killed as Second Earthquake Hits Afghanistan. On Demand News ... 'I lost my whole life': Afghanistan quake leaves families, houses destroyed | ABS- ...	Oct 13, 2023
Mass funeral for Afghan quake victims as families still missing | AFP ...	https://www.youtube.com/watch?v=PlsZZSZP5GA	Oct 10, 2023 ... A mass funeral ceremony for around 300 earthquake victims is held in rural western Afghanistan, as families remain trapped in the rubble of their ruined ...	Oct 10, 2023
Thousands Left Homeless After Deadly Earthquakes In Afghanistan ...	https://www.youtube.com/watch?v=010a1QSm6y0	Oct 13, 2023 ... At least 2,000 Killed as Second Earthquake Hits Afghanistan. On Demand News•41K views · 3:53. Go to channel · 'I lost my whole life': Afghanistan quake leaves ...	Oct 13, 2023
World Cup 2023, Afghanistan vs England: Rashid hopes to heal ...	https://www.youtube.com/watch?v=6KgJ38IXoEk	6 days ago ... Recently, we had an earthquake back home. Over 3,000 people lost their lives, many houses were destroyed, so this win will put a little bit of smile on ...	Oct 16, 2023
Horrific Earthquake in Afghanistan | Several People Died | Latest ...	https://www.youtube.com/watch?v=lkzSyUfEMIw	Oct 8, 2023 ... Horrific Earthquake in Afghanistan | Several People Died | Latest ... 'I lost my whole life': Afghanistan quake leaves families, houses destroyed | ABS-CBN News.	Oct 8, 2023
Deadly Earthquakes Strike Northwestern Afghanistan - YouTube	https://www.youtube.com/watch?v=pg8gWEW5VGo	Oct 8, 2023 ... Afghan Earthquake Killed Mainly Women And Children, Say Rescue Officials ... 'I lost my whole life': Afghanistan quake leaves families, houses destroyed | ABS-CBN ...	Oct 8, 2023
Afghanistan Earthquake Video | Death Toll Crosses 2,000 | UN ...	https://www.youtube.com/watch?v=VIVBlFRM6nU	Oct 9, 2023 ... 'I lost my whole life': Afghanistan quake leaves families, houses destroyed | ABS-CBN News ... At least 2,000 Killed as Second Earthquake Hits Afghanistan. On ...	Oct 9, 2023
Afghanistan Earthquake: The Aftermath - YouTube	https://www.youtube.com/watch?v=aKXy9Jc9KoM	Oct 9, 2023 ... 'I lost my whole life': Afghanistan quake leaves families, houses destroyed | ABS-CBN News ... At least 2,000 Killed as Second Earthquake Hits Afghanistan. On ...	Oct 9, 2023
Afghanistan: Race to find survivors after deadly quakes kill over ...	https://www.youtube.com/watch?v=P90jqnZPaFk	Oct 9, 2023 ... At least 2,000 Killed as Second Earthquake Hits Afghanistan. On Demand News ... 'I lost my whole life': Afghanistan quake leaves families, houses destroyed | ABS- ...	Oct 9, 2023
Afghanistan Mourns After Major Earthquakes | 10 News First ...	https://www.youtube.com/watch?v=tKJJU5ZX8Oo	Oct 8, 2023 ... Funerals have been held for the victims of a devastating magnitude 6.3 earthquake in Afghanistan, meanwhile video has emerged of the moment a young child ...	Oct 8, 2023
Over 2,000 dead after second earthquake strikes Afghanistan ...	https://www.youtube.com/watch?v=bQCYdovhzQU	Oct 11, 2023 ... At least 2,000 Killed as Second Earthquake Hits Afghanistan. On Demand News ... 'I lost my whole life': Afghanistan quake leaves families, houses destroyed | ABS- ...	Oct 11, 2023
Afghanistan Earthquake : जोरदार भूकंप से मची तबाही, इतने लोगों की हुई ...	https://www.youtube.com/watch?v=lWZHhGcmwt0	Oct 7, 2023 ... Afghanistan Earthquake : जोरदार भूकंप से मची तबाही, इतने लोगों की हुई मौत | Bhukamp News · Comments20.	Oct 7, 2023
Strong earthquakes and several aftershocks reported in western ...	https://www.youtube.com/watch?v=UpqXkOjWlMg	Oct 12, 2023 ... Comments2 · 'I lost my whole life': Afghanistan quake leaves families, houses destroyed | ABS-CBN News · Afghanistan struck by second deadly earthquake in days.	Oct 12, 2023
Search for survivors as hundreds buried under debris after ...	https://www.youtube.com/watch?v=nKNQ41BS9do	Oct 13, 2023 ... 'I lost my whole life': Afghanistan quake leaves families, houses destroyed | ABS-CBN News ... Afghanistan earthquake: At least 2,050 killed in 6.3 magnitude ...	Oct 13, 2023
Earth Quake In Afghanistan | Destruction Every Where | Afghanistan ...	https://www.youtube.com/watch?v=2vOh-6H6bb8	Oct 8, 2023 ... At least 2,000 Killed as Second Earthquake Hits Afghanistan. On Demand News ... 'I lost my whole life': Afghanistan quake leaves families, houses destroyed | ABS- ...	Oct 8, 2023
Thousands of Afghans out in cold after deadly quakes | AFP - YouTube	https://www.youtube.com/watch?v=JunfLVtuNfo	Oct 11, 2023 ... ... lost 12 family members in a series of quakes that killed at least 1000 people in western Afghanistan. Like him, thousands of Afghans who survived the quake ...	Oct 11, 2023
Gaza, Afghanistan, Myanmar & other topics - Daily Press Briefing ...	https://www.youtube.com/watch?v=zbwPTTMK00E	Oct 10, 2023 ... ... lives of civilians by depriving them of goods essential for their survival ... earthquake which struck Herat Province and affected more than 12000 people ...	Oct 10, 2023
Afghanistan Earthquake: Over 4,000 Lives Lost | #donatetoday ...	https://www.youtube.com/watch?v=A8r7qLiSdoQ	5 days ago ... The devastation from Afghanistan's recent earthquake is immeasurable, with over 4000 lives tragically lost. In these challenging times, every blessing we ...	Oct 17, 2023
Afghanistan Earthquake | जोरदार भूकंप से मची तबाही, इतने लोगों की हुई ...	https://www.youtube.com/watch?v=XiiFsyEDjsk	Oct 7, 2023 ... Your browser can't play this video. Learn more.	Oct 7, 2023
Afghan earthquakes kill more than 2,000, Taliban say - YouTube	https://www.youtube.com/watch?v=rhm6W4cd4yY	Oct 8, 2023 ... More than 2400 people were killed in earthquakes in Afghanistan, the Taliban administration said on Sunday (Oct 8 ), in the deadliest tremors to rock the ...	Oct 8, 2023
Another Earthquake Hits Afghanistan On October 11 | Afghanistan ...	https://www.youtube.com/watch?v=pfQkOkju3ks	Oct 12, 2023 ... Another earthquake struck Afghanistan on Oct 11. The country has been rocked by earthquakes & aftershocks since Oct 7. #afghanistan #earthquake #shocks ...	Oct 12, 2023
The War in Israel: Are We Watching Bible Prophecy Unfold ...	https://www.youtube.com/watch?v=bzwvothNe40	Oct 11, 2023 ... Are the events in the Middle East and the horrific earthquake in Afghanistan Bible prophecy being fulfilled or set up? Jesus said there'll be wars and ...	Oct 11, 2023
Locals search for survivors in Afghanistan as death toll from quake ...	https://www.youtube.com/watch?v=oNNYMTQcbpI	Oct 8, 2023 ... 'Allahu Akbar' Cries As Powerful Quake Jolts Afghanistan; Over 2,000 Lives Snuffed Out | Watch ... More than 1,000 killed in Afghanistan earthquake l GMA. ABC ...	Oct 8, 2023
Recent 6.3-Magnitude Earthquake Strikes Western Afghanistan ...	https://www.youtube.com/watch?v=rChpO-iLfUk	7 days ago ... Recent 6.3-Magnitude Earthquake Strikes Western Afghanistan | Afghanistan Earthquake News Today #afghanistan #earthquake #afghanistanearthquake ...	Oct 15, 2023
Earthquake in Afghanistan - Many buildings were reduced to rubble ...	https://www.youtube.com/watch?v=rgN3ECRz474	Oct 8, 2023 ... More than 1,000 killed in Afghanistan earthquake l GMA. ABC News New 23K ... 'Allahu Akbar' Cries As Powerful Quake Jolts Afghanistan; Over 2,000 Lives Snuffed ...	Oct 8, 2023
Earthquakes Claim Over 2000 Lives in Afghanistan | Death Toll ...	https://www.youtube.com/watch?v=x7QdoZ7rvUk	Oct 9, 2023 ... Devastating Earthquakes Claim Over 2000 Lives & Injures 9000 in Afghanistan | Death Toll Climbs to 32 in Sikkim Flash Floods #israelhamaswar ...	Oct 9, 2023
More than 1,000 killed in Afghanistan earthquake l GMA - YouTube	https://www.youtube.com/watch?v=7tHw5yanEhc	Oct 9, 2023 ... At least 1023 people are dead and 1600 injured after a 6.3 magnitude earthquake shook western Afghanistan on Saturday, followed by several strong ...	Oct 9, 2023
Afghanistan earthquake: At least 2,050 killed in 6.3 magnitude ...	https://www.youtube.com/watch?v=tIzRwXAYcew	Oct 8, 2023 ... Devastating earthquakes, including one of magnitude 6.3, hit Afghanistan Saturday, killing at least 2050 and injuring even more. Hemmed in by mountains, ...	Oct 8, 2023
At least 2,445 killed after Afghanistan earthquake, says Taliban ...	https://www.youtube.com/watch?v=zJiIxAhT4PI	Oct 8, 2023 ... At least 2445 people have died and thousands more injured after a powerful earthquake hit Afghanistan on Saturday, according to the Taliban administration.	Oct 8, 2023
